Benchmark,NumThreads,Energy,Time,Success,RunId
kdtree,1,33192331742,457.951779,True,0
kdtree,1,33263339510,458.504503,True,0
kdtree,1,33128587616,457.667305,True,0
kdtree,1,33103134872,456.78016,True,0
kdtree,1,33229096363,457.652654,True,0
kdtree,2,18705963231,235.503649,True,1
kdtree,2,18648802057,235.343554,True,1
kdtree,2,18691470514,235.35433,True,1
kdtree,2,18717025801,235.117978,True,1
kdtree,2,18689634306,235.244085,True,1
kdtree,3,17063254400,212.161532,True,2
kdtree,3,18683394500,235.879999,True,2
kdtree,3,18544645190,231.577032,True,2
kdtree,3,18543115498,233.297843,True,2
kdtree,3,18839900135,236.202625,True,2
kdtree,4,15123501985,184.505992,True,3
kdtree,4,15238234476,184.694537,True,3
kdtree,4,14590799812,179.257937,True,3
kdtree,4,14732140126,180.45928,True,3
kdtree,4,15103861686,185.708468,True,3
kdtree,5,13022938048,155.9764,True,4
kdtree,5,11712655071,136.11783,True,4
kdtree,5,13079123615,155.890036,True,4
kdtree,5,12883285627,151.437779,True,4
kdtree,5,11746353628,136.280245,True,4
kdtree,6,11467715170,132.671364,True,5
kdtree,6,11357059281,131.189653,True,5
kdtree,6,11201961988,129.641194,True,5
kdtree,6,11351318743,131.355018,True,5
kdtree,6,11420448440,132.273836,True,5
kdtree,7,10943038568,125.806087,True,6
kdtree,7,11129929138,128.794185,True,6
kdtree,7,11307150243,130.26269,True,6
kdtree,7,10876474912,124.304885,True,6
kdtree,7,10943041125,126.563067,True,6
kdtree,8,9981950291,111.294086,True,7
kdtree,8,10346941063,117.685443,True,7
kdtree,8,10257714315,116.855162,True,7
kdtree,8,10086894856,112.003843,True,7
kdtree,8,10222350153,114.641515,True,7
kdtree,9,9582393250,104.481801,True,8
kdtree,9,9294825781,100.255216,True,8
kdtree,9,9178394504,97.744538,True,8
kdtree,9,9209352322,99.098412,True,8
kdtree,9,9202846645,99.599637,True,8
kdtree,10,8401960487,86.430416,True,9
kdtree,10,7952729097,81.339454,True,9
kdtree,10,8287016563,85.855098,True,9
kdtree,10,8166239772,84.300016,True,9
kdtree,10,8186969706,84.309111,True,9
kdtree,11,7657923310,76.282396,True,10
kdtree,11,7408564613,73.237275,True,10
kdtree,11,7748184957,77.092645,True,10
kdtree,11,7611760990,75.306433,True,10
kdtree,11,7469703588,74.326846,True,10
kdtree,12,7324116205,72.128397,True,11
kdtree,12,7394364971,73.241288,True,11
kdtree,12,7363823434,72.136,True,11
kdtree,12,7322387937,72.385539,True,11
kdtree,12,7381577558,71.825004,True,11
kdtree,13,7181401573,70.033361,True,12
kdtree,13,7187054078,69.886162,True,12
kdtree,13,7276418189,70.88904,True,12
kdtree,13,7301746632,70.711223,True,12
kdtree,13,7157333478,69.850641,True,12
kdtree,14,7044204040,66.802037,True,13
kdtree,14,7074852750,67.599019,True,13
kdtree,14,7151263865,68.295366,True,13
kdtree,14,7063817413,67.548071,True,13
kdtree,14,7048010186,67.540726,True,13
kdtree,15,7304943653,65.051564,True,14
kdtree,15,7531953685,66.085128,True,14
kdtree,15,7820233859,68.554448,True,14
kdtree,15,7914984220,69.263981,True,14
kdtree,15,7382208552,65.847717,True,14
kdtree,16,7531031559,62.388646,True,15
kdtree,16,7656723321,62.378449,True,15
kdtree,16,7560307857,63.112768,True,15
kdtree,16,7563179891,63.999215,True,15
kdtree,16,7210890749,60.981173,True,15
kdtree,17,7550129425,60.071253,True,16
kdtree,17,7482409871,58.151314,True,16
kdtree,17,7427912623,59.853194,True,16
kdtree,17,7505145032,60.09432,True,16
kdtree,17,7523294308,59.250662,True,16
kdtree,18,7584686176,58.013203,True,17
kdtree,18,7578707985,58.285042,True,17
kdtree,18,7675674740,59.35526,True,17
kdtree,18,7589106362,58.89508,True,17
kdtree,18,7485728146,57.277234,True,17
kdtree,19,7480438770,56.564703,True,18
kdtree,19,7376341706,55.836235,True,18
