Benchmark,NumThreads,Energy,Time,Success,RunId
botsalgn,1,47234871560,696.96096,True,0
botsalgn,1,47518080825,697.641529,True,0
botsalgn,1,47249152356,697.05996,True,0
botsalgn,1,47313911286,696.632578,True,0
botsalgn,1,47227400151,696.888402,True,0
botsalgn,2,25263276141,350.405314,True,1
botsalgn,2,25310650358,350.247742,True,1
botsalgn,2,25319364090,350.770391,True,1
botsalgn,2,25380185156,349.607518,True,1
botsalgn,2,25324896028,349.417992,True,1
botsalgn,3,18542660862,247.615458,True,2
botsalgn,3,18584850052,247.556353,True,2
botsalgn,3,18573028520,247.636306,True,2
botsalgn,3,18585134197,247.752605,True,2
botsalgn,3,18587732046,247.635747,True,2
botsalgn,4,14978526233,191.681687,True,3
botsalgn,4,14909785069,191.970933,True,3
botsalgn,4,15088514680,192.271401,True,3
botsalgn,4,14962009501,191.75001,True,3
botsalgn,4,15024691549,191.767067,True,3
botsalgn,5,12818329118,158.649459,True,4
botsalgn,5,12792769541,158.621905,True,4
botsalgn,5,12744256229,158.618864,True,4
botsalgn,5,12744971598,158.617267,True,4
botsalgn,5,12816517049,158.653024,True,4
botsalgn,6,11074780084,132.307543,True,5
botsalgn,6,11091225879,132.332637,True,5
botsalgn,6,11114804530,132.325492,True,5
botsalgn,6,11199491539,132.364803,True,5
botsalgn,6,11088497486,132.323999,True,5
botsalgn,7,9899743960,113.414694,True,6
botsalgn,7,9940539030,113.417002,True,6
botsalgn,7,9922507019,113.435936,True,6
botsalgn,7,9967979695,113.438186,True,6
botsalgn,7,9954588029,113.418589,True,6
botsalgn,8,9052660112,99.311437,True,7
botsalgn,8,9063061936,99.336414,True,7
botsalgn,8,9034330115,99.320837,True,7
botsalgn,8,9052110123,99.327097,True,7
botsalgn,8,9028951768,99.330547,True,7
botsalgn,9,8392317275,88.331213,True,8
botsalgn,9,8399538894,88.330114,True,8
botsalgn,9,8392655939,88.346696,True,8
botsalgn,9,8391808925,88.309956,True,8
botsalgn,9,8427135212,88.363473,True,8
botsalgn,10,7815406344,79.573248,True,9
botsalgn,10,7918772175,79.562478,True,9
botsalgn,10,7823582761,79.592712,True,9
botsalgn,10,7813165708,79.552321,True,9
botsalgn,10,7810852057,79.582441,True,9
botsalgn,11,7365493922,72.373659,True,10
botsalgn,11,7461993954,72.400154,True,10
botsalgn,11,7399872875,72.4306,True,10
botsalgn,11,7389874156,72.414489,True,10
botsalgn,11,7441459451,72.423035,True,10
botsalgn,12,7034558891,66.557931,True,11
botsalgn,12,7029802626,66.556266,True,11
botsalgn,12,7037036125,66.576965,True,11
botsalgn,12,7013804952,66.553276,True,11
botsalgn,12,7027532994,66.584345,True,11
botsalgn,13,6717377689,61.535702,True,12
botsalgn,13,6732868783,61.552606,True,12
botsalgn,13,6732177317,61.563604,True,12
botsalgn,13,6730508661,61.57531,True,12
botsalgn,13,6725904078,61.547508,True,12
botsalgn,14,6491467209,57.201481,True,13
botsalgn,14,6475998809,57.206709,True,13
botsalgn,14,6515729077,57.199943,True,13
botsalgn,14,6510052447,57.218262,True,13
botsalgn,14,6455879446,57.229485,True,13
botsalgn,15,7017198220,53.106844,True,14
botsalgn,15,7024967463,53.071005,True,14
botsalgn,15,7015568031,53.074461,True,14
botsalgn,15,7029053432,53.108551,True,14
botsalgn,15,7040213211,53.159609,True,14
botsalgn,16,6798887757,49.530648,True,15
botsalgn,16,6811493461,49.540609,True,15
botsalgn,16,6811349213,49.561416,True,15
botsalgn,16,6805435833,49.520559,True,15
botsalgn,16,6811244935,49.558445,True,15
botsalgn,17,6587197544,46.904404,True,16
botsalgn,17,6599645727,46.923343,True,16
botsalgn,17,6589872511,46.900015,True,16
botsalgn,17,6598695504,46.973211,True,16
botsalgn,17,6591252656,46.979217,True,16
botsalgn,18,6403758789,44.645912,True,17
botsalgn,18,6402480073,44.650736,True,17
botsalgn,18,6403487597,44.57798,True,17
botsalgn,18,6401654545,44.528371,True,17
botsalgn,18,6406152294,44.522457,True,17
botsalgn,19,6244300782,42.559548,True,18
botsalgn,19,6238469022,42.541935,True,18
botsalgn,19,6235016338,42.544215,True,18
botsalgn,19,6238682333,42.534441,True,18
botsalgn,19,6238240709,42.548663,True,18
botsalgn,20,6084905223,40.489344,True,19
botsalgn,20,6084137548,40.464526,True,19
botsalgn,20,6085471610,40.497415,True,19
botsalgn,20,6088849537,40.496872,True,19
botsalgn,20,6086932430,40.474587,True,19
botsalgn,21,5949427290,38.631634,True,20
botsalgn,21,5949803003,38.620707,True,20
botsalgn,21,5936333941,38.599666,True,20
botsalgn,21,5949838727,38.620964,True,20
botsalgn,21,5949529043,38.604478,True,20
botsalgn,22,5816590042,36.918282,True,21
botsalgn,22,5822360554,36.89556,True,21
botsalgn,22,5810347506,36.90753,True,21
botsalgn,22,5809628219,36.917938,True,21
botsalgn,22,5813904207,36.914124,True,21
botsalgn,23,5705311122,35.362512,True,22
botsalgn,23,5711215208,35.352367,True,22
botsalgn,23,5714293619,35.34592,True,22
botsalgn,23,5711446460,35.354439,True,22
botsalgn,23,5712530159,35.369165,True,22
botsalgn,24,5596688154,33.91678,True,23
botsalgn,24,5592946150,33.920439,True,23
botsalgn,24,5597418100,33.943848,True,23
botsalgn,24,5592003953,33.9243,True,23
botsalgn,24,5594924540,33.929522,True,23
botsalgn,25,5505251142,32.61232,True,24
botsalgn,25,5507603444,32.606077,True,24
botsalgn,25,5509532121,32.636759,True,24
botsalgn,25,5507053541,32.613908,True,24
botsalgn,25,5510983500,32.616563,True,24
botsalgn,26,5421693333,31.411339,True,25
botsalgn,26,5424965744,31.38637,True,25
botsalgn,26,5432000493,31.408143,True,25
botsalgn,26,5435465628,31.408134,True,25
botsalgn,26,5440559883,31.412958,True,25
botsalgn,27,5358929944,30.300386,True,26
botsalgn,27,5352181717,30.299273,True,26
