ReferenceBenchmark,ApplyToBenchmark,Energy,Time,Success
kmeans,UA.C,7860730101,38.958797,True,
kmeans,UA.C,7821728885,38.793916,True,
kmeans,backprop,4293641503,42.014137,True,
kmeans,backprop,4242386354,42.403595,True,
kmeans,backprop,4274645363,42.968369,True,
kmeans,botsalgn,6778846653,36.561678,True,
kmeans,botsalgn,6815123743,36.560881,True,
kmeans,botsalgn,6809984153,36.52288,True,
kmeans,botsspar,8153195674,55.293539,True,
kmeans,botsspar,8235285134,55.960336,True,
kmeans,botsspar,8143357781,55.328312,True,
kmeans,bwaves,6175583342,45.928817,True,
kmeans,bwaves,6113125944,45.826141,True,
kmeans,bwaves,6109937847,45.73041,True,
kmeans,fma3d,5835936845,42.773807,True,
kmeans,fma3d,5757654785,42.374159,True,
kmeans,fma3d,5708835801,42.179991,True,
kmeans,hotspot,15268527291,80.370566,True,
kmeans,hotspot,16003566038,84.749228,True,
kmeans,hotspot,15468887962,81.502514,True,
kmeans,imagick,7384532184,40.021836,True,
kmeans,imagick,7425290989,40.027646,True,
kmeans,imagick,7430067824,40.018898,True,
kmeans,kdtree,6731294180,49.065371,True,
kmeans,kdtree,6737073718,49.030502,True,
kmeans,kdtree,6687698010,48.939296,True,
kmeans,kmeans,2755760827,20.94601,True,
kmeans,kmeans,2703622352,20.7012,True,
kmeans,kmeans,2698437566,20.849591,True,
kmeans,lbm,140179,0.00224,False,
kmeans,lbm,142591,0.001958,False,
kmeans,lbm,140118,0.00202,False,
kmeans,nab,3839889182,22.04032,True,
kmeans,nab,3856237169,22.032767,True,
kmeans,nab,3860742354,22.05112,True,
kmeans,smithwa,10887047902,58.009863,True,
kmeans,smithwa,10885824880,58.009169,True,
kmeans,smithwa,10893338708,58.020367,True,
kmeans,swim,9334466539,42.348022,True,
kmeans,swim,9278518105,42.005472,True,
kmeans,swim,9277091177,41.996962,True,
lbm,BT.C,9016144253,43.985717,True,
lbm,BT.C,9102412838,44.275535,True,
lbm,BT.C,9088819011,44.674867,True,
lbm,CG.C,2950067231,14.169,True,
lbm,CG.C,2969498763,14.330412,True,
lbm,CG.C,3008179213,14.576613,True,
lbm,EP.D,23793414884,125.22624,True,
lbm,EP.D,23760638189,125.065594,True,
lbm,EP.D,23778581516,125.261431,True,
lbm,FT.C,2457850754,10.676677,True,
lbm,FT.C,2478960111,10.853518,True,
lbm,FT.C,2466176557,10.747429,True,
lbm,IS.D,6778953729,40.043398,True,
lbm,IS.D,6763061776,40.057578,True,
lbm,IS.D,6754928160,40.026502,True,
lbm,MG.D,18826543230,84.054086,True,
lbm,MG.D,18908357767,84.050746,True,
lbm,MG.D,18877341852,84.078606,True,
lbm,UA.C,7381021509,36.65636,True,
lbm,UA.C,7482914860,37.253375,True,
lbm,UA.C,7385571163,36.634302,True,
lbm,backprop,4343358502,42.914686,True,
lbm,backprop,4293490947,42.70819,True,
lbm,backprop,4242047554,42.38422,True,
lbm,botsalgn,5260734605,29.255767,True,
lbm,botsalgn,5288762732,29.283218,True,
lbm,botsalgn,5300622379,29.262285,True,
lbm,botsspar,8302805508,56.512897,True,
lbm,botsspar,8172667543,55.574933,True,
lbm,botsspar,8166455171,55.545645,True,
lbm,bwaves,6003841967,45.284933,True,
lbm,bwaves,5976533913,45.251754,True,
lbm,bwaves,5986691498,45.236607,True,
lbm,fma3d,5810669224,43.99755,True,
lbm,fma3d,5667642513,43.258099,True,
lbm,fma3d,5718792731,43.546634,True,
lbm,hotspot,8885603081,47.065017,True,
lbm,hotspot,8966565761,47.283654,True,
lbm,hotspot,8956517202,47.206662,True,
lbm,imagick,6419414366,34.89372,True,
lbm,imagick,6456414386,34.774473,True,
lbm,imagick,6466337034,34.778407,True,
lbm,kdtree,6167929117,45.175529,True,
lbm,kdtree,6159219819,45.127843,True,
lbm,kdtree,6103219603,44.569676,True,
lbm,kmeans,4126715211,29.588564,True,
lbm,kmeans,4140163265,29.574626,True,
lbm,kmeans,4136314631,29.470245,True,
lbm,lbm,211812,0.002412,False,
lbm,lbm,136732,0.002032,False,
lbm,lbm,157360,0.001866,False,
lbm,nab,4322162847,25.013561,True,
lbm,nab,4332126545,25.013008,True,
lbm,nab,4344393135,25.070726,True,
lbm,smithwa,6571100969,33.838372,True,
lbm,smithwa,6573839551,33.828034,True,
lbm,smithwa,6591435063,33.862059,True,
lbm,swim,8877235809,41.190377,True,
lbm,swim,8846428022,41.135571,True,
lbm,swim,8877372578,41.473011,True,
nab,BT.C,8338056377,40.261879,True,
nab,BT.C,8383322204,39.900894,True,
nab,BT.C,8375594725,40.398065,True,
nab,CG.C,3062736549,14.866033,True,
nab,CG.C,3070506383,14.894078,True,
nab,CG.C,3045590532,14.736012,True,
nab,EP.D,24148907190,127.139806,True,
nab,EP.D,24135427201,127.141643,True,
nab,EP.D,24113372830,126.981496,True,
nab,FT.C,2624898354,11.148807,True,
nab,FT.C,2624292771,11.071788,True,
nab,FT.C,2626952004,11.197601,True,
nab,IS.D,6699700291,39.557923,True,
nab,IS.D,6633454185,39.203065,True,
nab,IS.D,6634259443,39.275092,True,
nab,MG.D,18934016157,84.160374,True,
nab,MG.D,19009319975,84.087353,True,
nab,MG.D,19012186502,84.71642,True,
nab,UA.C,7509887815,37.206409,True,
nab,UA.C,7485766832,36.985932,True,
nab,UA.C,7542164730,37.297707,True,
nab,backprop,4342459886,42.169111,True,
nab,backprop,4340575522,43.134708,True,
nab,backprop,4238123545,41.905818,True,
nab,botsalgn,5303606316,29.648048,True,
nab,botsalgn,5329790053,29.70505,True,
nab,botsalgn,5352478360,29.693253,True,
nab,botsspar,8236783300,56.113144,True,
nab,botsspar,8265376387,56.305334,True,
nab,botsspar,8222735028,56.025124,True,
nab,bwaves,6009628747,45.282318,True,
nab,bwaves,5991065525,45.282782,True,
nab,bwaves,5987621386,45.239207,True,
nab,fma3d,5866747328,44.025251,True,
nab,fma3d,5804358819,43.472817,True,
nab,fma3d,5795015123,43.749559,True,
nab,hotspot,14672166796,77.545154,True,
nab,hotspot,14898126058,78.716186,True,
nab,hotspot,14427612788,75.556021,True,
nab,imagick,6406700950,34.304549,True,
nab,imagick,6461252835,34.282093,True,
nab,imagick,6488309925,34.287206,True,
nab,kdtree,6396886067,46.45423,True,
nab,kdtree,6302515006,45.546599,True,
nab,kdtree,6348996586,46.228625,True,
nab,kmeans,3887620962,27.999262,True,
nab,kmeans,3896976372,28.216904,True,
nab,kmeans,3895991086,28.212204,True,
nab,lbm,199280,0.002321,False,
nab,lbm,147381,0.001816,False,
nab,lbm,143687,0.001902,False,
nab,nab,3862665678,22.328422,True,
nab,nab,3886791136,22.359392,True,
nab,nab,3890887394,22.346925,True,
nab,smithwa,9425462448,47.987149,True,
nab,smithwa,9438561819,48.073183,True,
nab,smithwa,9456679818,48.234799,True,
nab,swim,8951020201,41.426619,True,
nab,swim,8907869982,41.211514,True,
nab,swim,8895704155,41.248945,True,
smithwa,BT.C,8558962166,41.023914,True,
smithwa,BT.C,8592417910,40.9776,True,
smithwa,BT.C,8581297888,40.828847,True,
smithwa,CG.C,3020928994,14.597421,True,
smithwa,CG.C,3016336200,14.564874,True,
smithwa,CG.C,3056780044,14.964065,True,
smithwa,EP.D,20914729019,113.382408,True,
smithwa,EP.D,20719299840,111.909972,True,
smithwa,EP.D,20781727942,111.980172,True,
smithwa,FT.C,2611933566,11.07325,True,
smithwa,FT.C,2611912009,10.995341,True,
smithwa,FT.C,2625592570,11.078863,True,
smithwa,IS.D,6678961978,39.351362,True,
smithwa,IS.D,6651508257,39.272072,True,
smithwa,IS.D,6644615480,39.311819,True,
smithwa,MG.D,19973237153,85.327366,True,
smithwa,MG.D,20026068562,85.410205,True,
smithwa,MG.D,20018042851,85.350298,True,
smithwa,UA.C,7546744269,37.211547,True,
smithwa,UA.C,7582115207,37.404542,True,
smithwa,UA.C,7572398263,37.331112,True,
smithwa,backprop,4360503370,42.498612,True,
smithwa,backprop,4298200224,42.268007,True,
smithwa,backprop,4318839519,42.787675,True,
smithwa,botsalgn,5749053791,32.27552,True,
smithwa,botsalgn,5778220788,32.29282,True,
smithwa,botsalgn,5793366125,32.266265,True,
smithwa,botsspar,8106954926,54.973077,True,
smithwa,botsspar,8200019194,55.626015,True,
smithwa,botsspar,8186081689,55.556819,True,
smithwa,bwaves,6001901875,45.287181,True,
smithwa,bwaves,5970843719,45.177396,True,
smithwa,bwaves,5973536177,45.163395,True,
smithwa,fma3d,5854477022,44.109126,True,
smithwa,fma3d,5813393376,44.037212,True,
smithwa,fma3d,5821298998,44.11978,True,
smithwa,hotspot,14747956608,76.876383,True,
smithwa,hotspot,15457580629,81.426605,True,
smithwa,hotspot,14838306164,77.414381,True,
smithwa,imagick,6424448201,34.298163,True,
smithwa,imagick,6456605414,34.270697,True,
smithwa,imagick,6477674370,34.27147,True,
smithwa,kdtree,6213865494,45.544201,True,
smithwa,kdtree,6167573595,45.093083,True,
smithwa,kdtree,6134886717,45.220201,True,
smithwa,kmeans,3807785965,27.647387,True,
smithwa,kmeans,3840449421,27.876807,True,
smithwa,kmeans,3835590626,27.918323,True,
smithwa,lbm,165802,0.002331,False,
smithwa,lbm,138865,0.001976,False,
smithwa,lbm,133354,0.001923,False,
smithwa,nab,3917305682,22.647011,True,
smithwa,nab,3930759706,22.637811,True,
smithwa,nab,3947530120,22.710248,True,
smithwa,smithwa,6466566652,34.944382,True,
smithwa,smithwa,6462300996,34.899594,True,
smithwa,smithwa,6462100593,34.921941,True,
smithwa,swim,9215892880,41.946608,True,
smithwa,swim,9215633193,41.848367,True,
smithwa,swim,9175986331,41.656837,True,
swim,BT.C,9318350732,45.625961,True,
swim,BT.C,9308292771,45.7112,True,
swim,BT.C,9089494583,44.389183,True,
swim,CG.C,3017704438,14.630322,True,
swim,CG.C,2962441199,14.270935,True,
swim,CG.C,2992851625,14.511343,True,
swim,EP.D,23776656537,125.217299,True,
swim,EP.D,23763647649,125.23129,True,
swim,EP.D,23705876995,125.266293,True,
swim,FT.C,2452627180,10.658993,True,
swim,FT.C,2459742888,10.658853,True,
swim,FT.C,2462743026,10.68573,True,
swim,IS.D,6770641646,40.025298,True,
swim,IS.D,6766338950,40.069629,True,
swim,IS.D,6749398199,40.033928,True,
swim,MG.D,18832572738,84.156373,True,
swim,MG.D,18898402781,84.062849,True,
swim,MG.D,18879357060,84.028621,True,
swim,UA.C,7408464074,36.859452,True,
swim,UA.C,7444397126,37.097932,True,
swim,UA.C,7428384537,36.891919,True,
swim,backprop,4306091251,43.158677,True,
swim,backprop,4260571463,42.670852,True,
swim,backprop,4296264459,42.483189,True,
swim,botsalgn,5264957816,29.296248,True,
swim,botsalgn,5291126631,29.274047,True,
swim,botsalgn,5298362015,29.254567,True,
swim,botsspar,8141404296,55.338756,True,
swim,botsspar,8234889019,55.940956,True,
swim,botsspar,8218083176,55.912158,True,
swim,bwaves,6002836491,45.352638,True,
swim,bwaves,5982195601,45.30002,True,
swim,bwaves,5969376337,45.257872,True,
swim,fma3d,5741892565,43.475058,True,
swim,fma3d,5762830702,43.647892,True,
swim,fma3d,5796927159,43.683895,True,
swim,hotspot,8930785733,47.29863,True,
swim,hotspot,8940005775,47.14089,True,
swim,hotspot,8939269166,47.25861,True,
swim,imagick,6415026614,34.782933,True,
swim,imagick,6458149295,34.7696,True,
swim,imagick,6448301423,34.754826,True,
swim,kdtree,6194112758,45.381173,True,
swim,kdtree,6139500043,45.050623,True,
swim,kdtree,6132859218,44.90202,True,
swim,kmeans,4167559147,29.61857,True,
swim,kmeans,4096741664,29.263556,True,
swim,kmeans,4078077764,29.103083,True,
swim,lbm,141766,0.002241,False,
swim,lbm,148539,0.00239,False,
swim,lbm,142833,0.00198,False,
swim,nab,4325695101,24.999941,True,
swim,nab,4327236147,25.027737,True,
swim,nab,4327954930,24.985441,True,
swim,smithwa,6564419328,33.845706,True,
swim,smithwa,6574937331,33.864245,True,
swim,smithwa,6566892240,33.847014,True,
swim,swim,8870508609,41.313121,True,
swim,swim,8864977585,41.246846,True,
swim,swim,8913554499,41.64427,True,
