Benchmark,NumThreads,Energy,Time,Success,RunId
BT.C,1,60351169534,849.091512,True,0
BT.C,1,60562952105,851.517056,True,0
BT.C,1,60597670218,851.80426,True,0
BT.C,1,60319461691,847.709962,True,0
BT.C,1,60606104616,849.222381,True,0
BT.C,2,33281188482,425.313585,True,1
BT.C,2,33246363552,425.875144,True,1
BT.C,2,33281421433,427.143294,True,1
BT.C,2,33150243888,425.103619,True,1
BT.C,2,33282135385,427.502395,True,1
BT.C,3,25112863814,305.407366,True,2
BT.C,3,25088669845,304.032631,True,2
BT.C,3,25081138622,305.754688,True,2
BT.C,3,25181896754,306.138816,True,2
BT.C,3,25238017208,306.661977,True,2
BT.C,4,20270390274,233.630247,True,3
BT.C,4,20365355245,234.595709,True,3
BT.C,4,20526041847,237.12848,True,3
BT.C,4,20278274875,233.60714,True,3
BT.C,4,20411879336,235.280163,True,3
BT.C,5,17903855431,197.098022,True,4
BT.C,5,17850509197,196.742035,True,4
BT.C,5,17825744102,196.544516,True,4
BT.C,5,17806370555,196.818861,True,4
BT.C,5,17675900519,194.851134,True,4
BT.C,6,15988106072,166.676405,True,5
BT.C,6,16105816764,168.148828,True,5
BT.C,6,16033178715,166.255032,True,5
BT.C,6,16091475647,168.470037,True,5
BT.C,6,15998424070,167.659466,True,5
BT.C,7,14662510571,145.005981,True,6
BT.C,7,14787990036,145.713238,True,6
BT.C,7,14628758643,144.834311,True,6
BT.C,7,14655588934,145.025328,True,6
BT.C,7,14589721207,144.292186,True,6
BT.C,8,13698059422,128.244156,True,7
BT.C,8,13650618069,128.247273,True,7
BT.C,8,13598545470,127.899086,True,7
BT.C,8,13556283282,127.529017,True,7
BT.C,8,13607320606,127.661655,True,7
BT.C,9,12925207089,116.556498,True,8
BT.C,9,12933749874,116.48752,True,8
BT.C,9,12974245537,117.282261,True,8
BT.C,9,12985208571,117.648311,True,8
BT.C,9,12943515222,116.940175,True,8
BT.C,10,12354324199,106.576131,True,9
BT.C,10,12340557192,106.197916,True,9
BT.C,10,12328362218,105.966233,True,9
BT.C,10,12398389751,106.71077,True,9
BT.C,10,12417836961,106.347177,True,9
BT.C,11,12141496752,100.785849,True,10
BT.C,11,12159993635,100.818369,True,10
BT.C,11,12149920104,100.659226,True,10
BT.C,11,12191256671,100.938086,True,10
BT.C,11,12238423086,102.143168,True,10
BT.C,12,11925958446,95.619553,True,11
BT.C,12,11889411132,95.171993,True,11
BT.C,12,12015015798,95.42203,True,11
BT.C,12,11929807068,95.099538,True,11
BT.C,12,11876256246,95.315295,True,11
BT.C,13,11592091403,89.637942,True,12
BT.C,13,11588192583,89.792751,True,12
BT.C,13,11624627417,89.808434,True,12
BT.C,13,11705820497,90.214345,True,12
