Benchmark,Flags,Energy,Time,Success
mg.D.x,-O1,20384073361,84.73301,True
mg.D.x,-O1,20771999495,85.583372,True
mg.D.x,-O1,20866025042,84.816972,True
mg.D.x,-O1,20843633175,84.899881,True
mg.D.x,-O1,20837696642,84.676413,True
mg.D.x,-O1,20950331137,85.459303,True
mg.D.x,-O1,20887778200,84.651611,True
mg.D.x,-O1,20894437386,84.629169,True
mg.D.x,-O1,20947387212,85.320241,True
mg.D.x,-O1,20878628828,84.799168,True
sp.C.x,-O1,14855965306,66.438815,True
sp.C.x,-O1,14805589054,66.743854,True
sp.C.x,-O1,14684136268,65.553811,True
sp.C.x,-O1,14806847095,66.367351,True
sp.C.x,-O1,14718018396,65.300002,True
sp.C.x,-O1,14612292330,65.128817,True
sp.C.x,-O1,14676693459,65.57294,True
sp.C.x,-O1,14853033068,66.487329,True
sp.C.x,-O1,14887101390,67.207185,True
sp.C.x,-O1,14615478825,64.95808,True
ua.C.x,-O1,8621231935,40.25671,True
ua.C.x,-O1,8636152733,40.28764,True
ua.C.x,-O1,8683703518,40.588115,True
ua.C.x,-O1,8622085642,40.267112,True
ua.C.x,-O1,8605043771,40.223156,True
ua.C.x,-O1,8669178617,40.670964,True
ua.C.x,-O1,8769627299,41.481317,True
ua.C.x,-O1,8598083890,40.25821,True
ua.C.x,-O1,8602481110,40.293666,True
ua.C.x,-O1,8579784917,40.10194,True
bt.C.x,-O1,8837387093,40.066023,True
bt.C.x,-O1,8835190373,39.989402,True
bt.C.x,-O1,8811892063,39.557074,True
bt.C.x,-O1,8846950532,39.775926,True
bt.C.x,-O1,8933162137,40.413588,True
bt.C.x,-O1,8853744407,39.87523,True
bt.C.x,-O1,8824466942,39.665836,True
bt.C.x,-O1,8789598838,39.529212,True
bt.C.x,-O1,8808107813,39.503066,True
bt.C.x,-O1,8855008851,40.081591,True
ft.C.x,-O1,2763473837,11.268933,True
ft.C.x,-O1,2769192346,11.177648,True
ft.C.x,-O1,2769197145,11.131358,True
ft.C.x,-O1,2791968696,11.272174,True
ft.C.x,-O1,2785498126,11.215042,True
ft.C.x,-O1,2778225081,11.231208,True
ft.C.x,-O1,2776255543,11.173868,True
ft.C.x,-O1,2796157022,11.250107,True
ft.C.x,-O1,2777700661,11.09047,True
ft.C.x,-O1,2789505749,11.185785,True
is.D.x,-O1,7175186700,39.996714,True
is.D.x,-O1,7109977351,40.046021,True
is.D.x,-O1,7073402819,40.003806,True
is.D.x,-O1,7069117925,40.051118,True
is.D.x,-O1,7039937211,39.950167,True
is.D.x,-O1,7048491983,40.043472,True
is.D.x,-O1,7056146050,40.134581,True
is.D.x,-O1,7045847392,40.037276,True
is.D.x,-O1,7044748282,40.078964,True
is.D.x,-O1,7039215897,40.02045,True
ep.D.x,-O1,25693132072,129.738067,True
ep.D.x,-O1,25920180719,129.983619,True
ep.D.x,-O1,25849173929,129.685721,True
ep.D.x,-O1,25872932146,129.809366,True
ep.D.x,-O1,25868147592,129.63207,True
ep.D.x,-O1,25812996063,129.740185,True
ep.D.x,-O1,25842860141,129.581822,True
ep.D.x,-O1,25854065808,129.738968,True
ep.D.x,-O1,25847656735,129.850585,True
ep.D.x,-O1,25843227820,129.794823,True
cg.C.x,-O1,3144364396,14.605661,True
cg.C.x,-O1,3120414852,14.468107,True
cg.C.x,-O1,3153143250,14.686169,True
cg.C.x,-O1,3152316988,14.798756,True
cg.C.x,-O1,3110488852,14.411013,True
cg.C.x,-O1,3144228199,14.623895,True
cg.C.x,-O1,3139583384,14.603134,True
cg.C.x,-O1,3123817375,14.479465,True
cg.C.x,-O1,3123343396,14.4896,True
cg.C.x,-O1,3148244359,14.647179,True
lu.C.x,-O1,6666929766,29.747398,True
lu.C.x,-O1,6543122327,28.929471,True
lu.C.x,-O1,6619244003,29.503338,True
lu.C.x,-O1,6580752874,29.235555,True
lu.C.x,-O1,6964051666,31.542432,True
lu.C.x,-O1,6833241410,30.667965,True
lu.C.x,-O1,6774580536,30.395314,True
lu.C.x,-O1,6841367312,30.657908,True
lu.C.x,-O1,6606500172,29.196798,True
lu.C.x,-O1,6654900707,29.616129,True
mg.D.x,-O2,20262759121,85.385472,True
mg.D.x,-O2,20192714854,84.131498,True
mg.D.x,-O2,20230792637,84.44274,True
mg.D.x,-O2,20285385022,84.771736,True
mg.D.x,-O2,20261487345,84.154493,True
mg.D.x,-O2,20317745022,84.699123,True
mg.D.x,-O2,20274043835,84.250535,True
mg.D.x,-O2,20256393424,84.153838,True
mg.D.x,-O2,20296569223,84.48598,True
mg.D.x,-O2,20323051962,84.764457,True
sp.C.x,-O2,14959632603,67.717336,True
sp.C.x,-O2,14826383412,67.010927,True
sp.C.x,-O2,14974508219,68.010941,True
sp.C.x,-O2,15002995420,68.368165,True
sp.C.x,-O2,15049296013,67.654789,True
sp.C.x,-O2,15019281262,67.241329,True
sp.C.x,-O2,14847930437,66.93926,True
sp.C.x,-O2,15136994828,69.185729,True
sp.C.x,-O2,14922253412,67.482901,True
sp.C.x,-O2,14944578158,67.475325,True
ua.C.x,-O2,8692802300,40.894388,True
ua.C.x,-O2,8632743758,40.58136,True
ua.C.x,-O2,8641019204,40.593716,True
ua.C.x,-O2,8597924297,40.378354,True
ua.C.x,-O2,8629302543,40.727428,True
ua.C.x,-O2,8593179593,40.349266,True
ua.C.x,-O2,8683417348,40.877246,True
ua.C.x,-O2,8618628494,40.529178,True
ua.C.x,-O2,8713728432,41.108437,True
ua.C.x,-O2,8646434045,40.667389,True
bt.C.x,-O2,8630992600,39.047612,True
bt.C.x,-O2,8628233925,39.259297,True
bt.C.x,-O2,8792124571,39.980224,True
bt.C.x,-O2,8605945382,38.888527,True
bt.C.x,-O2,8696061216,39.561277,True
bt.C.x,-O2,8612357980,38.816773,True
bt.C.x,-O2,8721034423,39.848708,True
bt.C.x,-O2,8606561791,38.867483,True
bt.C.x,-O2,8649286771,39.227734,True
bt.C.x,-O2,8613789084,38.823137,True
ft.C.x,-O2,2587435420,10.77853,True
ft.C.x,-O2,2616250022,10.932415,True
ft.C.x,-O2,2603961315,10.862132,True
ft.C.x,-O2,2611688015,10.84097,True
ft.C.x,-O2,2608145505,10.750149,True
ft.C.x,-O2,2629854639,10.917878,True
ft.C.x,-O2,2621739157,10.843165,True
ft.C.x,-O2,2620781776,10.840918,True
ft.C.x,-O2,2632787821,10.888311,True
ft.C.x,-O2,2639498823,10.948305,True
is.D.x,-O2,7157632406,40.02806,True
is.D.x,-O2,7093904087,40.047991,True
is.D.x,-O2,7073425558,40.079717,True
is.D.x,-O2,7048546072,40.019245,True
is.D.x,-O2,7096124774,40.511006,True
is.D.x,-O2,7042724665,40.081078,True
is.D.x,-O2,7037629678,40.04443,True
is.D.x,-O2,7034850140,40.024608,True
is.D.x,-O2,7039183158,40.048476,True
is.D.x,-O2,7039266226,40.053461,True
ep.D.x,-O2,24802087339,125.305459,True
ep.D.x,-O2,24952570297,125.4626,True
ep.D.x,-O2,25024006808,125.828292,True
ep.D.x,-O2,24939357657,125.763397,True
ep.D.x,-O2,25007852063,125.427671,True
ep.D.x,-O2,24976839483,125.543177,True
ep.D.x,-O2,24992707717,125.474095,True
ep.D.x,-O2,24999178427,125.373211,True
ep.D.x,-O2,24984540905,125.441084,True
ep.D.x,-O2,24996377241,125.377143,True
cg.C.x,-O2,3161237841,14.82814,True
cg.C.x,-O2,3127247955,14.511421,True
cg.C.x,-O2,3119537955,14.5034,True
cg.C.x,-O2,3126729902,14.511105,True
cg.C.x,-O2,3114230827,14.412552,True
cg.C.x,-O2,3118011963,14.464801,True
cg.C.x,-O2,3106670810,14.377296,True
cg.C.x,-O2,3124305631,14.494799,True
cg.C.x,-O2,3140831226,14.584835,True
cg.C.x,-O2,3090553917,14.25995,True
lu.C.x,-O2,6620161227,29.979258,True
lu.C.x,-O2,6652067484,30.148781,True
lu.C.x,-O2,7080777536,32.727885,True
lu.C.x,-O2,7018779216,32.582424,True
lu.C.x,-O2,6835211143,31.402857,True
lu.C.x,-O2,6774478114,31.065819,True
lu.C.x,-O2,6506423618,29.287772,True
lu.C.x,-O2,6706928379,30.432494,True
lu.C.x,-O2,6845058550,31.352425,True
lu.C.x,-O2,6814412067,31.060578,True
mg.D.x,-O3,19617621395,84.079895,True
mg.D.x,-O3,19707698029,84.227942,True
mg.D.x,-O3,19681661177,84.005692,True
mg.D.x,-O3,19667591363,84.07513,True
mg.D.x,-O3,19664805650,84.071204,True
mg.D.x,-O3,19644297239,84.105864,True
mg.D.x,-O3,19640050074,83.869143,True
mg.D.x,-O3,19659734765,83.962683,True
mg.D.x,-O3,19675551979,84.124007,True
mg.D.x,-O3,19661404444,84.111295,True
sp.C.x,-O3,15073235861,69.3073,True
sp.C.x,-O3,14801053692,67.355863,True
sp.C.x,-O3,15211565809,70.266483,True
sp.C.x,-O3,15344124878,71.465406,True
sp.C.x,-O3,14959902227,68.468751,True
sp.C.x,-O3,14952967999,68.267809,True
sp.C.x,-O3,15454659223,72.325146,True
sp.C.x,-O3,14873357014,67.879029,True
sp.C.x,-O3,15011985777,68.992025,True
sp.C.x,-O3,15131309235,69.675524,True
ua.C.x,-O3,7717708584,36.597227,True
ua.C.x,-O3,7731035699,36.751689,True
ua.C.x,-O3,7713065858,36.781445,True
ua.C.x,-O3,7728573572,36.65997,True
ua.C.x,-O3,7714377866,36.622676,True
ua.C.x,-O3,7720527929,36.662151,True
ua.C.x,-O3,7719617822,36.630237,True
ua.C.x,-O3,7751588047,36.862122,True
ua.C.x,-O3,7735472788,36.788477,True
ua.C.x,-O3,7699846162,36.512857,True
bt.C.x,-O3,9406094921,44.113516,True
bt.C.x,-O3,9447304178,44.097788,True
bt.C.x,-O3,9569009935,45.31606,True
bt.C.x,-O3,9450172996,44.113204,True
bt.C.x,-O3,9468806292,44.169927,True
bt.C.x,-O3,9418733221,43.855094,True
bt.C.x,-O3,9476332355,44.513637,True
bt.C.x,-O3,9465683516,44.395826,True
bt.C.x,-O3,9474607943,44.33263,True
bt.C.x,-O3,9460906215,44.278805,True
ft.C.x,-O3,2551255302,10.684811,True
ft.C.x,-O3,2559516133,10.702101,True
ft.C.x,-O3,2576571997,10.786632,True
ft.C.x,-O3,2558283585,10.60311,True
ft.C.x,-O3,2587796084,10.860148,True
ft.C.x,-O3,2562198517,10.646481,True
ft.C.x,-O3,2604931854,10.903649,True
ft.C.x,-O3,2573083507,10.672039,True
ft.C.x,-O3,2586758388,10.772885,True
ft.C.x,-O3,2595530338,10.798585,True
is.D.x,-O3,7152197457,40.035085,True
is.D.x,-O3,7073854802,40.000186,True
is.D.x,-O3,7091960512,40.355594,True
is.D.x,-O3,7042920898,40.043961,True
is.D.x,-O3,7032406007,39.962383,True
is.D.x,-O3,7030250470,40.012436,True
is.D.x,-O3,7032698454,40.004111,True
is.D.x,-O3,7029070459,40.010954,True
is.D.x,-O3,7032560339,40.032397,True
is.D.x,-O3,7042161719,40.013613,True
ep.D.x,-O3,24770131347,125.507771,True
ep.D.x,-O3,24897275511,125.457707,True
ep.D.x,-O3,24981076029,125.244641,True
ep.D.x,-O3,24958445523,125.415467,True
ep.D.x,-O3,24909064777,125.248894,True
ep.D.x,-O3,24935636492,125.243623,True
ep.D.x,-O3,24964426708,125.24815,True
ep.D.x,-O3,24997370490,125.209211,True
ep.D.x,-O3,24973944621,125.301954,True
ep.D.x,-O3,24906620486,125.073579,True
cg.C.x,-O3,3137535709,14.567404,True
cg.C.x,-O3,3104308200,14.32064,True
cg.C.x,-O3,3114383565,14.403018,True
cg.C.x,-O3,3110641596,14.367543,True
cg.C.x,-O3,3104044827,14.326598,True
cg.C.x,-O3,3115350083,14.409495,True
cg.C.x,-O3,3066756866,14.057925,True
cg.C.x,-O3,3101128692,14.275254,True
cg.C.x,-O3,3132233391,14.476408,True
cg.C.x,-O3,3096162785,14.273543,True
lu.C.x,-O3,6324332709,28.408993,True
lu.C.x,-O3,6430794760,29.229916,True
lu.C.x,-O3,6367302922,28.676785,True
lu.C.x,-O3,6174989961,27.68468,True
lu.C.x,-O3,6675087494,30.768383,True
lu.C.x,-O3,6468715808,29.341374,True
lu.C.x,-O3,6263994809,28.067902,True
lu.C.x,-O3,6248019203,27.868457,True
lu.C.x,-O3,6602610233,30.265024,True
lu.C.x,-O3,6628412225,30.273613,True
